clinicName,Location,OpeningHours,Age,Contact
NORTHEAST MEDICAL GROUP,BLK 39 JALAN TIGA #01-01  S(390039),MONDAY-FRIDAY:8AM-1PM\n2PM\n10PM\nSATURDAY:8AM-1PM\n6PM\n10PM\nSUNDAY:8AM-6PM\nPH:8AM-1PM\n,From7andUp,62413298
NORTHEAST MEDICAL GROUP,BLK 25 GHIM MOH LINK #01-10  S(270025),"MONDAY,TUESDAY,THURSDAY:08:30AM-01:00PM\n02:00PM-10:00PM\nWEDNESDAY,FRIDAY:08:30AM-01:00PM\n02:00PM-06:00PM\nSATURDAY:08:30AM-01:00PM\n",From7andUp,66943282
NORTHEAST MEDICAL GROUP,BLK 531 BEDOK NORTH ST 3 #01-692  S(460531),MONDAY/WEDNESDAY:7PM\n10PM\nSUNDAY:8:30AM-12PM\n,From7andUp,64412402
NORTHEAST MEDICAL GROUP,5 SENGKANG SQUARE #01-05  S(545062),MONDAY-SUNDAY:8AM-10PM\n,"From0and
Up",68755911
NORTHEAST MEDICAL GROUP,30 SIMEI STREET 3 #02-01 SIMEI MRT STATION S(529888),MONDAY-SUNDAY:8AM-10PM\nPH:10AM-6PM\n,"From0and
Up",67838638
NORTHEAST MEDICAL GROUP,20 TAMPINES CENTRAL 1 #01-25 TAMPINES MRT  STATION  S(529538),MONDAY-SUNDAY8AM-1PM\n2PM\n10PM\nPH8AM-1PM\n,"From13
andUp",67867848
NORTHEAST MEDICAL GROUP,22 MALACCA STREET #13-03 RB CAPITAL BUILDING  S(048980),"MONDAY,TUESDAY,FRIDAY:08:30AM-01:00PM\n02:00PM-06:00PM\nWEDNESDAY,THURSDAY:08:30AM-01:00PM\n02:00PM-04:00PM\n","From13
andUp",65572770
NORTHEAST MEDICAL GROUP,"10 BUKIT BATOK CENTRAL #01-01 BUKIT , BATOK MRT STATION  S(659958)",MONDAY-FRIDAY8AM-10PM\nSATURDAY/SUNDAY8AM-1PM\nPH9AM-1PM\n,From13andUp,62261442
NORWOOD MEDICAL CLINIC,785E WOODLANDS RISE #01-02  S(735785),"MONDAY-FRIDAY:0800-1300,1800-2200HRS,SATURDAY:0800-1300HRS,SUNDAY:09:00AM-01:00PM\n",From13andUp,69373576
NUTRAMED CLINIC,"1 GRANGE ROAD #10-10 ORCHARD BUILDING   , S(239693)",MONDAY-FRIDAY:08:30AM-04:00PM\nSATURDAY-SATURDAY:08:30AM-12:00PM\n,From7andUp,67350706
OC MEDICAL RAFFLES PLACE,"1 RAFFLES PLACE #05-15/16 ONE RAFFLES PLACE   , S(048616)",WEEKDAYS:9AM-3PM\nWEEKENDS:CLOSED\n,From12andUp,65322692
ONECARE CLINIC ALJUNIED MRT,"81 LORONG 25 GEYLANG #01-03 ALJUNIED MRT , STATION  S(388310)","MONDAY-FRIDAY:9AM-02:45PM\n06:00PM-08:45PM\nSATURDAY:9AM-11:45AM,SUNDAY:9AM-11:45AM,06:00PM-08:45PM\n",From12andUp,69045871
ONECARE CLINIC BEDOK MRT,BLK 315 NEW UPPER CHANGI ROAD #01-01 BEDOK MRT STATION  S(467347),MONDAY-THURSDAY:9AM-01:45PM\n05:00PM-08:45PM\nFRIDAY:9AM-01:45PM\nSATURDAY-SUNDAY:9AM-11:45AM\n,From13andUp,69700813
ONECARE CLINIC BOON LAY,BLK 221 BOON LAY PLACE #01-152 BOON LAY SHOPPING CENTRE  S(640221),MONDAY-SUNDAY:08:00AM-03:45PM\n05:00PM\n-9:45PM\n,From13andUp,62611580
ONECARE CLINIC BUKIT BATOK,BLK 630 BUKIT BATOK CENTRAL #01-148  S(650630),"MONDAY-FRIDAY:08:00AM-02:45PM\n05:00PM-08:45PM\nSATURDAY,SUNDAY:08:00AM-12:45PM\n05:00PM\n-08:45PM\n",From13andUp,65636913
ONECARE CLINIC BUKIT BATOK WEST,BLK 440 BUKIT BATOK WEST AVENUE 8 #01-07 MULTI STOREY CAR PARK  S(650440),"MONDAY,TUESDAYS,THURSDAY:08:00AM-12:45PM\n06:00PM-08:45PM\nWEDNESDAY,FRIDAY:08:00AM-12:45PM\nSATURDAY,SUNDAY:9AM-11:45AM\n",From13andUp,69709302
ONECARE CLINIC BUKIT GOMBAK MRT,"802 BUKIT BATOK WEST AVENUE 5 #01-16 , BUKIT GOMBAK MRT STATION  S(659083)",MONDAY-THURSDAY:08:00AM-02:45PM\n05:00PM-08:45PM\nSATURDAY:08:00AM-12:45PM\nSUNDAY:08:00AM-12:45PM\n05:00PM\n-08:45PM\n,From13andUp,62558472
ONECARE CLINIC BUKIT PANJANG,"547 SEGAR ROAD #01-05 MULTI STOREY CAR , PARK  S(670547)",MONDAY-SUNDAY:08:00AM-02:45PM\n06:00PM\n-09:15PM\n,From13andUp,62508533
ONECARE CLINIC CANBERRA,BLK 105 CANBERRA STREET #01-09  S(750105),MONDAY-FRIDAY:08:00AM-01:45PM\n06:00PM-08:45PM\nSATURDAY-SUNDAY:08:00AM-11:45AM\n,From12andUp,62513778
ONECARE CLINIC CHOA CHU KANG,BLK 810 CHOA CHU KANG AVENUE 7 #01-09 MULTI STOREY CAR PARK  S(680810),"MONDAY-FRIDAY:08:00AM-01:45PM\n06:00PM-08:45PM\nSATURDAY:08:00AM-11:45AM,SUNDAY:08:00AM-11:45AM,06:00PM-08:45PM\n",From13andUp,67666146
ONECARE CLINIC CLEMENTI,BLK 449 CLEMENTI AVENUE 3 #01-241  S(120449),"MONDAY,TUESDAY,THURSDAY:8AM-145PM\n6PM\n-845PM\nWEDNESDAY,FRIDAY:8AM-145PM\nSATURDAY:9AM-1145AM,SUNDAY:9AM-1145AM6PM\n-845PM\n",From12andUp,69709300
ONECARE CLINIC FERNVALE,BLK 417 FERNVALE LINK #01-10  S(790417),"MONDAY,TUESDAYS,THURSDAY,FRIDAY:08:00AM-12:45PM\n06:00PM-08:45PM\nWEDNESDAY:08:00AM-12:45PM\nSATURDAY:08:00AM-11:45AM,SUNDAY:08:00AM-11:45AM,06:00PM-08:45PM\n",From13andUp,63441620
ONECARE CLINIC HOUGANG,BLK 104 HOUGANG AVENUE 1 #01-1125  S(530104),MONDAY-FRIDAY:08:00AM-01:45PM\n06:00PM-08:45PM\nSATURDAY-SUNDAY:08:00AM-12:45PM\n06:00PM-08:45PM\n,From13andUp,65250325
ONECARE CLINIC HOUGANG AVE 8,BLK 681 HOUGANG AVENUE 8 #01-835  S(530681),"MONDAY-THURSDAY:08:00AM-01:45PM\n05:00PM-08:45PM\nFRIDAY:08:00AM-01:45PM\nSATURDAY,SUNDAY:9AM-12:45PM\n06:00PM-08:45PM\n",From13andUp,69700811
ONECARE CLINIC LOYANG,BLK 258 PASIR RIS STREET 21 #02-14 LOYANG POINT  S(510258),MONDAY-FRIDAY:08:00AM-01:45PM\n05:00PM-08:45PM\nSATURDAY:08:00AM-12:45PM\nSUNDAY:08:00AM-12:45PM\n06:00PM-08:45PM\n,From13andUp,63857435
ONECARE CLINIC MARINE PARADE,BLK 81 MARINE PARADE CENTRAL #01-644  S(440081),"MONDAY,TUESDAYS,THURSDAY:9AM-12:45PM\n06:00PM\n-08:15PM\nWEDNESDAY,FRIDAY:9AM-12:45PM\nSATURDAY,SUNDAY:9AM-12:15PM\n",From13andUp,63441620
ONECARE CLINIC PUNGGOL PLAZA,BLK 168 PUNGGOL FIELD #02-09A PUNGGOL PLAZA  S(820168),"MONDAY-THURSDAY:08:00AM-01:45PM\n05:00PM-08:45PM\nFRIDAY:08:00AM-01:45PM\nSATURDAY,SUNDAY:08:00AM-12:45PM\n06:00PM-08:45PM\n",From13andUp,69708649
ONECARE CLINIC TAMPINES,BLK 827 TAMPINES STREET 81 #01-142  S(520827),MONDAY-THURSDAY:08:00AM-12:45PM\n06:00PM-08:45PM\nFRIDAY:08:00AM-12:45PM\nSATURDAY:06:00PM-08:45PM\nSUNDAY:9AM-11:45AM,From13andUp,64435938
ONECARE CLINIC TAMPINES MRT,"20 TAMPINES CENTRAL 1 #01-27 TAMPINES , MRT STATION  S(529538)",MONDAY-FRIDAY:08:00AM-01:45PM\n05:00PM-08:45PM\nSATURDAY-SUNDAY:9AM-12:45PM\nSUNDAY:06:00PM-08:45PM\n,From13andUp,67853702
ONECARE CLINIC TIONG BAHRU,BLK 11A BOON TIONG ROAD #01-08  S(161011),MONDAY-FRIDAY:08:00AM-01:30PM\n05:00PM\n-08:30PM\nSATURDAY/SUNDAY:08:00AM-11:30PM\nSUNDAY:06:00PM\n-08:30PM\n,From13andUp,63582568
ONECARE CLINIC WOODLANDS,4 WOODLANDS STREET 12 #02-57  S(738623),"MONDAY,TUESDAY,THURSDAY,FRIDAY:08:30AM-01:45PM\n06:00PM-08:45PM\nWEDNESDAY:08:30AM-1:45PM\nSATURDAY:08:30AM-12:45PM\nSUNDAY:06:00PM-08:45PM\n",From13andUp,63632919
ONECARE CLINIC YISHUN,BLK 431 YISHUN AVENUE 1 #01-04 MULTI STOREY CAR PARK  S(760431),MONDAY:08:30AM-02:15PM\n06:00PM-09:15PM\nTUESDAYS-FRIDAY:08:30AM-02:15PM\n06:00PM-08:45PM\nSATURDAY:08:30AM-12:45PM\nSUNDAY:08:30AM-12:45PM\n06:00PM-08:45PM\n,From13andUp,63342373
ONEDOCTORS FAMILY CLINIC,BLK 710 ANG MO KIO AVENUE 8 #01-2613  S(560710),MONDAY-FRIDAY:8AM-9PM\nSATURDAY:8-5PM\nSUNDAY:8-3PM/5-9PM\n,From13andUp,65542918
ONEDOCTORS FAMILY CLINIC,"253 HOLLAND AVENUE #02-01 HOLLAND VILLAGE   , S(278982)",MONDAY-FRIDAY12PM-3PM\n,From13andUp,64698938
ONEDOCTORS FAMILY CLINIC,"83 PUNGGOL CENTRAL #02-17 WATERWAY POINT   , S(828761)",MONDAY-FRIDAY:12PM-3PM\n,From13andUp,63858018
ONEDOCTORS MEDICAL CENTRE,23 SERANGOON CENTRAL #01-54/55 NEX S(556083),PUBLICHOLIDAY:01:00PM\n-06:00PM\nMONDAY-WEDNESDAY:09:00AM-09:00PM\nTHURSDAY-FRIDAY:09:00AM-06:00PM\nSATURDAY:09:00AM-09:00PM\nSUNDAY:09:00AM-06:00PM\n,From13andUp,66344918
ONGS CLINIC,"175 BENCOOLEN ST #01-44 BURLINGTON SQUARE   , S(189649)","MONDAY-FRIDAY:08:30AM-12:30PM\n2:00PM-5:00PM\nSATURDAY:9:00AM-1:00PM\nEVENINGSESSIONONMONDAY,TUESDAYSANDTHURSDAY:6:30PM-9:00PM\n",From0andUp,63371814
OSLER HEALTH INTERNATIONAL,"328 NORTH BRIDGE ROAD #02-27 RAFFLES , HOTEL ARCADE S(188719)",9AM-5:30PM\nMONDAY-FRIDAY:9AM-1PM\n,From0andUp,63322727
OUR FAMILY PHYSICIAN CLINIC  SURGERY,BLK 829 TAMPINES ST 81 #01-292  S(520829),MONDAY-FRIDAY:08:00AM-11:00PM\nSATURDAY:8:00AM-12:30PM\n,From0andUp,67850147
PACIFIC FAMILY CLINIC,BLK 75D REDHILL ROAD #01-116  S(154075),"MONDAY-FRIDAY8AM-12PM,1PM-3:30PM\n6PM-9PM\nSATURDAY8AM-1PM\nSUNDAY9AM-1PM\n",From0andUp,64740343
PACIFIC MEDICAL  DENTAL GROUP,BLK 716 YISHUN ST 71 #01-270  S(760716),"MONDAY,WEDNESDAY,FRIDAY:8:30AM-3PM\n6:30PM-9:15PM\nTUESDAY,THURSDAY:8:30AM-3PM\nSATURDAY:8:30AM-12:15PM\nSUNDAYANDPH:CLOSED\n",From0andUp,67524050
PANCARE MEDICAL CLINIC,BLK 133 ANG MO KIO AVENUE 3 #01-1643 KEBUN BARU SPRING  S(560133),MONDAY:8AM-9PM\nTUESDAYS-FRIDAY:8AM-1PM\nWEDNESDAYANDTHURSDAY:6-9PM\nSATURDAY:8AM-1PM\nSUNDAY:9AM-12PM\n,From0andUp,62583186
PANHEALTH FAMILY CLINIC,BLK 312B SUMANG LINK #01-03  S(822312),"MONDAY,TUESDAY0830-1200,1430-1600,1830-2100WEDNESDAY:0830-1200,1430-1600THURSDAY,FRIDAY0830-1200,1430-1600,1830-2100SATURDAY:08:30AM-12PM\n",From0andUp,69660595
PANHEALTH FAMILY CLINIC HOUGANG,BLK 932B HOUGANG AVENUE 9 #01-02 HOUGANG CRIMSON  S(532932),"MONDAY-THURSDAY:08:30AM-12:45PM\n5:00PM\n-9:15PM\nFRIDAY-SUNDAY:08:30AM-12:45PM\n(SUNDAYSONLYFROM,JAN3RDONWARDS),PHCLOSED\n",From0andUp,66101496
PARKWAY SHENTON MEDICAL GROUP,50 ROBINSON ROAD #01-03 ROBINSON SUITES  S(068882),"MONDAY-FRIDAY:8:30AM-1:00PM\n2:00PM-5:30PM\nCLOSED\n:SATURDAY,SUNDAY/PH\n",From0andUp,62223626
PARKWAY SHENTON MEDICAL GROUP,"205 HOUGANG STREET 21 #03-20 HEARTLAND MALL -
KOVAN S(530205)",MONDAY-FRIDAY:9:00AM-1:00PM\n2:00PM-6:00PM\nSATURDAY/SUNDAY:9:00PM\n-1:00PM\nCLOSED:PH\n,"From7and
Up",68449630
PARKWAY SHENTON MEDICAL GROUP,BLK 681 PUNGGOL DRIVE #01-01 S(820681),MONDAY-SUNDAY/PH:8:00AM-1:00PM\n2:00PM-5:00PM\n7:00PM\n-10:00PM\n,"From0and
Up",62448324
PARKWAY SHENTON MEDICAL GROUP,"10 EUNOS ROAD 8 #02-122 SINGAPORE POST
CENTRE S(408600)",MONDAY-FRIDAY:8:30AM-1:00PM\n2:00PM-4:00PM\n,"From0and
Up",68488018
PARKWAY SHENTON MEDICAL GROUP,"1 JELEBU ROAD #03-02 BUKIT PANJANG PLAZA
S(677743)",MONDAY-FRIDAY:8:30AM-1PM\n2PM\n5:30PM\nTUESDAYANDTHURSDAY:6:30PM\n9PM\n,"From7and
Up",67697863
PARKWAY SHENTON MEDICAL GROUP,"BLK 451 CLEMENTI AVENUE 3 #01-309
S(120451)",MONDAY-FRIDAY:8:30AM-12:30PM\n1:30PM\n-3:30PM\n,"From13
andUp",67739150
PARSONS MEDICAL CLINIC AND SURGERY PTE LTD,"360 ORCHARD ROAD #04-10 INTERNATIONAL , BUILDING  S(238869)",MONDAY-FRIDAY10AM-6PM\n,From13andUp,67533371
PASIR RIS CLINIC  SURGERY,BLK 442 PASIR RIS DR 6 #01-28  S(510442),MONDAY-FRIDAY830NAM-1230PM\n2PM\n-4PM\n(CLOSED\nONWEDNESDAYAFTERPM)SATURDAY/SUNDAY:8:30-12PM\nCALLFORAPPOINTMENT,From13andUp,65820502
PEAK MEDICAL CLINIC  SURGERY,BLK 601B TAMPINES AVENUE 9 #01-05 TAMPINES GREENRIDGES  S(522601),MONDAY-FRIDAY:08:00AM-01:00PM\n06:00PM\n-10:00PM\nSATURDAY-SUNDAY:08:00AM-01:00PM\nPH:08:00AM-01:00PM\n,From0andUp,65136326
PHILIP ENG RESPIRATORY  MEDICAL CLINIC,"3 MOUNT ELIZABETH #14-14 MOUNT ELIZABETH , MEDICAL CENTRE  S(228510)",MONDAY-FRIDAY:08:30AM-01:00PM\n02:00PM-05:00PM\nSATURDAY:08:30AM-12:30PM\n,From7andUp,68360378
PHOENIX MEDICAL GROUP,1 SELETAR ROAD #02-11 GREENWICH V  S(807011),DAILY9AM-9PM\nEXCEPTPUBLICHOLIDAYS,From7andUp,65553512
PHOENIX MEDICAL GROUP  CACTUS ,"7 ANG MO KIO STREET 66 #01-17 FLORAVISTA   , S(567708)",PUBLICHOLIDAY:CLOSED\nMONDAY-FRIDAY:09:00AM-02:30PM\nSATURDAY-SUNDAY:CLOSED\n,From0andUp,67639185
PHOENIX MEDICAL GROUP HILLVIEW,4 HILLVIEW RISE #02-20 HILLV2  S(667979),WEEKDAYS9AM-3PM\n6PM-9PM\nSATURDAY9AM-2PM\nSUNDAY2PM-9PM\n,From3andUp,67107157
PHOENIX MEDICAL GROUP PAYA LEBAR,"60 PAYA LEBAR ROAD #02-09 PAYA LEBAR SQUARE   , S(409051)",MONDAY-FRIDAY:9AM-12:30PM\n2PM-5PM\nSATURDAY:9AM-12:30PM\n,From3andUp,67022940
PINNACLE FAMILY CLINIC BUANGKOK SQUARE,BLK 991 BUANGKOK LINK #02-05 BUANGKOK SQUARE  S(530991),PUBLICHOLIDAY:CLOSED\nMONDAY:08:00AM-01:00PM\n02:00PM-05:00PM\n06:00PM\n-10:00PM\nTUESDAY-FRIDAY:08:00AM-03:00PM\n06:00PM-09:00PM\nSATURDAY:09:00AM-01:00PM\nSUNDAY:09:00AM-12:00PM\n,From13andUp,69099203
PINNACLE FAMILY CLINIC COMPASSVALE,BLK 289C COMPASSVALE CRESCENT #01-04  S(543289),MONDAY:08:00AM-01:00PM\n02:00PM-05:00PM\n06:00PM\n-10:00PM\nTUESDAY-FRIDAY:08:00AM-03:00PM\n06:00PM\n-09:30PM\nSATURDAY:09:00AM-01:00PM\nSUNDAY:09:00AM-12:00PM\n06:30PM\n-09:30PM\n,From13andUp,63861089
"PINNACLE FAMILY CLINIC PASIR
RIS",BLK 571 PASIR RIS STREET 53 #01-50 S(510571),MONDAY-FRIDAY:0900-1400MONDAYTUESDAYFRIDAY:1800-2100SATURDAY:0900-1300SUNDAY:9AM-12PMPH:CLOSED\n,From13andUp,62437338
PINNACLE FAMILY CLINIC RIVER VALLEY,240 RIVER VALLEY ROAD  S(238297),MONDAY:08:30AM-01:00PM\n02:00PM\n-06:30PM\nTUESDAY:08:30AM-01:00PM\n02:00PM\n-06:30PM\nWEDNESDAY:08:30AM-01:00PM\n02:00PM-05:00PM\nTHURSDAY:08:30AM-01:00PM\n02:00PM\n-06:30PM\nFRIDAY:08:30AM-01:00PM\n02:00PM-05:00PM\nSATURDAY:09:00AM-01:00PM\n,From13andUp,68366986
PINNACLE FAMILY CLINIC SERANGOON NORTH,BLK 518 SERANGOON NORTH AVENUE 4 #B1-208  S(550518),MONDAY-FRIDAY:9AM-03:00PM\nSATURDAY:9AM-01:00PM\nSUNDAY/PH:CLOSED\n,From13andUp,62193910
PINNACLE FAMILY CLINIC WOODLANDS,BLK 573 WOODLANDS DRIVE 16 #01-06  S(730573),MONDAY:8AM-1PM\n2-5PM\n6-10PM\nTUESDAY-FRIDAY:8AM-3:30PM\n6-10PM\nSATURDAY:9AM-1PM\nSUNDAY:9AM-12PM\n6:30-9:30PM\n,From13andUp,67601623
PIONEER MEDICARE,BLK 3 SOON LEE STREET #01-08 PIONEER JUNCTION  S(627606),MONDAY-FRIDAY:9AM-03:00PM\nSATURDAY:9AM-11:00AM\n,From13andUp,63397422
PLATINUM MEDICAL CENTRE DORM,"28 TOH GUAN ROAD EAST #01-01 (MEZZANINE , FLOOR)   S(608596)",MONDAY-FRIDAY08:30AM-12:00PM\nSATURDAY:6:00PM\n-8:30PM\n,From13andUp,65656338
PLATINUM MEDICAL CLINIC AND SURGERY PTE LTD,BLK 513 YISHUN STREET 51 #01-03 SARACA BREEZE @ YISHUN  S(760513),MONDAY-FRIDAY:830AM-1PM\n6PM-9PM\nSATURDAY:830AM-1PM\n,From7andUp,69740800
PROCROSS MEDICAL CENTRE,BLK 449 HOUGANG AVENUE 10 #B1-509  S(530449),MONDAY-FRIDAY12:30PM-3:30PM\n,From7andUp,67022848
PROCROSS MEDICAL CLINIC,BLK 689A WOODLANDS DRIVE 75 #01-86  S(731689),MONDAY-FRIDAY8AM-10AM5PM\n6PM\nSATURDAY/SUNDAY:12:30PM\n3PM\n,From7andUp,62199648
PROHEALTH MEDICAL GROUP BUANGKOK,BLK 275D COMPASSVALE LINK #01-01(UNIT 12)  S(544275),MONDAY-FRIDAY:08:00AM-11:00PM\nSATURDAY:08:00AM-11:00PM\nSUNDAY:08:00AM-11:00PM\nPH:9AM-11:00PM\nPLEASEARRANGEAPPOINTMENTWITHCLINIC\n,From7andUp,64818066
PROHEALTH MEDICAL GROUP FERNVALE,"33 SENGKANG WEST AVENUE #B1-18 THE SELETAR , MALL  S(797653)",MONDAY-FRIDAY:08:00AM-10:00PM\nSATURDAY-SUNDAY:08:00AM-10:00PM\nPLEASEARRANGEAPPOINTMENTWITHCLINIC\n,From7andUp,68864768
PROHEALTH MEDICAL GROUP HOUGANG,"476D UPPER SERANGOON VIEW #02-04 HOUGANG , CAPEVIEW  S(537476)",MONDAY-FRIDAY:08:00AM-11:00PM\nSATURDAY-SUNDAY:08:00AM-11:00PM\nPLEASEARRANGEANAPPOINTMENTWITHCLINIC\n,From7andUp,63847662
PROHEALTH MEDICAL GROUP LRT FERNVALE PTE LTD,BLK 437 FERNVALE ROAD #01-04 FERNVALE GROVE  S(790437),MONDAY-FRIDAY:08:00AM-11:00PM\nSATURDAY-SUNDAY:08:00AM-11:00PM\nPH:CLOSED\nPLEASEARRANGEAPPOINTMENTWITHCLINIC\n,From7andUp,64411672
PROHEALTH MEDICAL GROUP PUNGGOL DAMAI,BLK 612 PUNGGOL DRIVE #01-05 DAMAI GROVE  S(820612),MONDAY-FRIDAY:08:00AM-11:00PM\nSATURDAY-SUNDAY:08:00AM-11:00PM\nPH:9AM-11:00PM\nPLEASEARRANGEANAPPOINTMENTWITHCLINIC\n,From7andUp,65091580
PROHEALTH MEDICAL GROUP PUNGGOL SPECTRA PTE LTD,BLK 622D PUNGGOL CENTRAL #01-02  S(824622),MONDAY-FRIDAY:08:00AM-11:00PM\nSATURDAY:08:00AM-11:00PM\nSUNDAY:08:00AM-11:00PM\nPH:09:30AM-11:00PM\nPLEASEARRANGEAPPOINTMENTWITHCLINIC\n,From7andUp,64447701
PROHEALTH MEDICAL GROUP TAMAN JURONG,"399 YUNG SHENG ROAD #01-56 TAMAN JURONG , SHOPPING CENTRE  S(610399)",MONDAY-FRIDAY:08:00AM-10:00PM\nSATURDAY:08:00AM-02:00PM\nSUNDAY:08:00AM-10:00PM\nPLEASEARRANGEANAPPOINTMENTWITHCLINIC\n,From7andUp,62682628
PROVIDENCE CLINIC  HILLFORD,182 JALAN JURONG KECHIL #01-65 THE HILLFORD   S(596152),"MONDAY-FRIDAY:9AM-2PM\nSATURDAY9AM-12PM\nMONDAY,TUESDAYS,THURSDAY,FRIDAY-6PM-9PM\nWEDNESDAY7PM-9PM\n",From7andUp,63140970
PULSE CLINIC PTE LTD,BLK 38 BEO CRESCENT #01-32 THE BEO CRESCENT  S(160038),MONDAY-FRIDAY:9AM-12PM\n2PM-5PM\nSATURDAY:9AM-12PM\n,From0andUp,62724145
PUNGGOL FAMILY CLINIC PTE LTD,BLK 322 SUMANG WALK #01-03 MULTI STOREY CAR PARK  S(820322),"MONDAY-SUNDAY0830-1030HRS,TUESDAY/THURSDAY1800-2000HRS,NOTAVAILABLEONEVEOFPUBLICHOLIDAYS/PUBLICHOLIDAYS\n",From13andUp,63439989
PUNGGOL RIPPLES FAMILY CLINIC,BLK 211D PUNGGOL WALK #01-667  S(824211),8AM-12PM\n,From0andUp,65383707
Q  M MEDICAL  AESTHETIC CLINIC FARRER PARK,"180 KITCHENER ROAD #B1-13/14 CITY SQUARE , MALL  S(208539)",MONDAY-FRIDAY:9AM-01:00PM\n02:00PM-05:00PM\n06:00PM\n-09:00PM\nSATURDAY-SUNDAY:9AM-01:00PM\n02:00PM-05:00PM\nPH:NOTAVAILABLE\n,From13andUp,65099558
Q  M MEDICAL  AESTHETIC CLINIC TAMPINES CENTRAL PTELTD,10 TAMPINES CENTRAL 1 #04-18/19 TAMPINES ONE  S(529536),MONDAY-FRIDAY:9AM-01:00PM\n02:00PM-05:00PM\n06:00PM\n-09:00PM\nSATURDAY-SUNDAY:9AM-01:00PM\n02:00PM-05:00PM\nPH:NOTAVAILABLE\n,From7andUp,67813323
Q  M MEDICAL CLINIC BUKIT BATOK,151 BT BATOK ST 11 #01-252  S(650151),MONDAY-FRIDAY:08:30AM-12:30PM\n02:00PM-05:00PM\n06:30PM-09:30PM\nSATURDAY-SUNDAY:08:30AM-12:30PM\nPH:NOTAVAILABLE\n,From7andUp,65653866
"Q  M MEDICAL CLINIC
BUANGKOK MRT PTE LTD",10 SENGKANG CENTRAL #01-02 BUANGKOK MRT STATION  S(545061),MONDAY-SUNDAY:9:00AM-2PM\nPH:CLOSED\n,From7andUp,62429133
Q  M MEDICAL FAMILY CLINIC,BLK 261 SERANGOON CENTRAL DRIVE #01-29  S(550261),"MONDAY-FRIDAY:08:00AM-03:00PM\nSATURDAY:08:00AM-11:00AM,SUNDAY:CLOSED\nPH:CLOSED\n",From7andUp,64882336
Q  M MUTUAL HEALTHCARE MEDICAL CLINIC,70 PUNGGOL CENTRAL #01-07 PUNGGOL MRT STATION  S(828868),MONDAY-FRIDAY:08:30-01:30PM\n06:00PM\n09:30PM\nSATURDAY:08:30-12:30PM\n,From7andUp,63846605
RAFFLES HOSPITAL,585 NORTH BRIDGE ROAD RAFFLES HOSPITAL    S(188770),24HOURS,From7andUp,63111160
RAFFLES MEDICAL,1 CHANGI BUSINESS PARK CRESCENT #01-11 PLAZA 8  S(486025),"MONDAY,WEDNESDAYANDFRIDAY,8:30AM-1PM\nPUBLICHOLIDAY:CLOSE",From13andUp,67819033
RAFFLESMEDICAL,BLK 131 JURONG GATEWAY ROAD #01-267  S(600131),"MONDAY-FRIDAY:8:30AM-9:30PM\nSATURDAY,SUNDAYANDPH:8:30AM-1PM\n2PM\n-5:30PM\n6:30PM-9:30PM\n",From13andUp,63111160
RAFFLESMEDICAL,"65 AIRPORT BOULEVARD #B2-01 PASSENGER
TERMINAL BULDING 3 S(819663)","24HOURS,EVERYDAY,INCLUDINGWEEKENDSANDPUBLICHOLIDAYS\n","From13
andUp",63111160
RAFFLESMEDICAL,"1 MARITIME SQUARE #03-56 HARBOURFRONT CENTRE
S(099253)",MONDAY8:30AM-7PM\n----TUESDAYS-FRIDAY8:30AM-5:30PM\nSATURDAY:8:30AM-1PM\nSUNDAY/PH:CLOSED\n,"From13
andUp",63111160
RAFFLESMEDICAL,"118 HOLLAND AVENUE #05-02/03/04 RAFFLES
HOLLAND V S(278997)","MONDAY-FRIDAY:8:30AM-9:30PM\nSATURDAY,SUNDAY,PH:8:30AM1PM\n2PM\n5:30PM\n6:30PM\n9:30PM\n","From13
andUp",63111160
RAFFLESMEDICAL,"1 SCOTTS ROAD #04-09 TO 14 SHAW CENTRE
S(228208)",MONDAY-FRIDAY:8:30AM-6PM\nSATURDAY:8:30AM-1PM\nSUNDAY/PH:CLOSED\n,"From13
andUp",63111160
RAFFLESMEDICAL,BLK 355 SEMBAWANG WAY #01-06/07 S(750355),TUESDAYS-FRIDAY:10:00AM-12:00PM\nAND2:00PM-4:00PM\n,"From13
andUp",68937703
RAFFLESMEDICAL,"370 ALEXANDRA ROAD #B1-41 ANCHORPOINT
S(159953) ","MONDAY-FRIDAY:10:00AM-11:00AM,2:00PM-4:00PM\n","From13
andUp",64793818
RAFFLESMEDICAL,12 MARINA BOULEVARD #17-05 MARINA BAY FINANCIAL CENTRE TOWER 3 S(018982),MONDAY-FRIDAY:9AM-11:00AM2:00PM\n4:00PM\n,"From13
andUp",66360390
RAFFLESMEDICAL,"930 YISHUN AVENUE 2 #03-35 NORTHPOINT CITY
(NORTH WING) S(769098)",TUESDAYS-FRIDAY:10:00AM-12:00PM\nAND2:00PM-4:00PM\n,"From13
andUp",67550049
RAFFLESMEDICAL,"51 ANSON ROAD #01-51 ANSON CENTRE
S(079904)",MONDAY-FRIDAY:9AM-11:00AM2:00PM-4:00PM\n,"From13
andUp",62252188
RAFFLESMEDICAL,"83 PUNGGOL CENTRAL #02-29 WATERWAY POINT
S(828761)",MONDAY-FRIDAY9AM-12PM\n2PM\n4PM\n,"From13
andUp",63845655
